"Program","Site","Start","End","lat","lon","Address","Num.Participants","Description","program_type","for_adults","Total.Service.Hours","Street.Address","City","State","Zip.Code","Link.to.Google.Map"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","January 24, 2018 5:30pm","January 24, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","January 29, 2018 5:30pm","January 29, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","January 31, 2018 5:30pm","January 31, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","February 5, 2018 5:30pm","February 5, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","February 7, 2018 5:30pm","February 7, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","February 12, 2018 5:30pm","February 12, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","February 14, 2018 6:00pm","February 14, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","February 19, 2018 5:30pm","February 19, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","February 21, 2018 5:30pm","February 21, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","February 26, 2018 5:30pm","February 26, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","February 28, 2018 5:30pm","February 28, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","July 2, 2018 4:30pm","July 2, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",15,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","March 5, 2018 5:30pm","March 5, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","October 17, 2018 5:00pm","October 17, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","December 3, 2018 5:00pm","December 3, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","April 9, 2018 5:30pm","April 9, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","December 5, 2018 5:00pm","December 5, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","November 7, 2017 6:00pm","November 7, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",5,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","October 24, 2018 5:00pm","October 24, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","March 28, 2018 5:30pm","March 28, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","December 7, 2017 6:00pm","December 7, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","November 14, 2017 6:00pm","November 14, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",4,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","December 14, 2018 5:00pm","December 14, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","April 2, 2018 5:30pm","April 2, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","August 6, 2018 4:30pm","August 6, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","April 4, 2018 5:30pm","April 4, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","July 25, 2018 4:30pm","July 25, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","April 25, 2018 5:30pm","April 25, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","November 7, 2018 5:00pm","November 7, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","July 11, 2018 4:30pm","July 11, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","April 11, 2018 5:30pm","April 11, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","May 2, 2018 5:30pm","May 2, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","July 18, 2018 4:30pm","July 18, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","August 1, 2018 4:30pm","August 1, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","April 16, 2018 5:30pm","April 16, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","April 18, 2018 5:30pm","April 18, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","October 31, 2018 5:00pm","October 31, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","November 12, 2018 5:00pm","November 12, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","April 23, 2018 5:30pm","April 23, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","November 28, 2018 5:00pm","November 28, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","November 5, 2018 5:00pm","November 5, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","July 23, 2018 4:30pm","July 23, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","April 30, 2018 5:30pm","April 30, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","July 30, 2018 4:30pm","July 30, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","March 26, 2018 5:30pm","March 26, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",15,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","July 16, 2018 4:30pm","July 16, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","October 8, 2018 5:00pm","October 8, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",7,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","November 14, 2018 5:00pm","November 14, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","November 19, 2018 5:00pm","November 19, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","October 10, 2018 5:00pm","October 10, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",3,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Friends","Leonel Castillo Baker Ripley Community Center","December 12, 2018 5:00pm","December 12, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create cool projects with a friend! Design and program your own two-player games, create animated stories, and imagine
your future. Learn about how people change
the world with computers. Grab a friend and sign up!
You don’t need any experience with computers to sign up. Just bring your creativity and curiosity!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
